,date,time,home_team_name,guest_team_name,competition,saison,gameday,home_coach,guest_coach,home_goals,guest_goals
2264,2013-09-18,20:45,FK Austria Wien,FC Porto,UEFA Champions League,2013/14,Gruppe G,Nenad Bjelica,?,0,1
2265,2013-09-19,19:00,Red Bull Salzburg,IF Elfsborg Boras,Europa League,2013/14,Gruppe C,Roger Schmidt,?,4,0
2266,2013-09-19,21:05,FC Thun,SK Rapid Wien,Europa League,2013/14,Gruppe G,?,Zoran Barisic,1,0
2267,2013-09-20,18:30,SV Kapfenberg,SKN St. Pölten,2. Liga,2013/14,10,Kurt Russ,Gerald Baumgartner,1,0
2268,2013-09-20,18:30,SC Austria Lustenau,SC/ESV Parndorf,2. Liga,2013/14,10,Helgi Kolvidsson,Paul Hafner,2,1
2269,2013-09-20,18:30,First Vienna FC,TSV Hartberg,2. Liga,2013/14,10,Kurt Garger,Bruno Friesenbichler,3,0
2270,2013-09-20,18:30,SV Horn,SC Rheindorf Altach,2. Liga,2013/14,10,Wilhelm Schuldes,Damir Canadi,0,0
2271,2013-09-20,19:00,TSV St. Johann,SV Austria Salzburg,Regionalliga West,2013/14,10,?,Miroslav Polak,1,5
2272,2013-09-20,19:00,LASK,SV Lafnitz,Regionalliga Mitte,2013/14,9,Karl Daxbacher,?,3,0
2273,2013-09-20,20:30,SV Mattersburg,FC Liefering,2. Liga,2013/14,10,Alfred Tatar,Peter Zeidler,2,0
2274,2013-09-21,16:15,SC Wiener Viktoria,FAC Team für Wien,Regionalliga Ost,2013/14,8,?,Johann Kleer,1,0
2275,2013-09-21,16:30,SK Sturm Graz,FK Austria Wien,Bundesliga,2013/14,9,Darko Milanic,Nenad Bjelica,1,2
2276,2013-09-21,19:00,FC Admira Wacker Mödling,SC Wiener Neustadt,Bundesliga,2013/14,9,Walter Knaller,Heimo Pfeifenberger,0,3
2277,2013-09-21,19:00,SV Grödig,FC Wacker Innsbruck,Bundesliga,2013/14,9,Adi Hütter,Roland Kirchler,3,3
2278,2013-09-22,16:30,SK Rapid Wien,SV Ried,Bundesliga,2013/14,9,Zoran Barisic,Michael Angerschmid,2,0
2279,2013-09-22,19:00,Red Bull Salzburg,Wolfsberger AC,Bundesliga,2013/14,9,Roger Schmidt,Dietmar Kühbauer,2,2
2280,2013-09-23,16:00,SAK Klagenfurt,TSV Hartberg,ÖFB-Cup,2013/14,2.Runde,?,Bruno Friesenbichler,4,2
2281,2013-09-23,19:00,LASK,SKN St. Pölten,ÖFB-Cup,2013/14,2.Runde,Karl Daxbacher,Gerald Baumgartner,3,4
2282,2013-09-23,19:00,Villacher SV,SV Kapfenberg,ÖFB-Cup,2013/14,2.Runde,?,Kurt Russ,0,3
2283,2013-09-24,18:30,SV Austria Salzburg,SV Mattersburg,ÖFB-Cup,2013/14,2.Runde,Miroslav Polak,Alfred Tatar,1,1
2284,2013-09-24,19:00,SC Kalsdorf,FK Austria Wien,ÖFB-Cup,2013/14,2.Runde,?,Nenad Bjelica,2,1
2285,2013-09-24,19:00,SK Vorwärts Steyr,SC Austria Lustenau,ÖFB-Cup,2013/14,2.Runde,?,Helgi Kolvidsson,1,2
2286,2013-09-24,19:00,SK Austria Klagenfurt,SC/ESV Parndorf,ÖFB-Cup,2013/14,2.Runde,?,Paul Hafner,0,2
2287,2013-09-24,19:30,SKU Amstetten,SC Rheindorf Altach,ÖFB-Cup,2013/14,2.Runde,?,Damir Canadi,2,1
2288,2013-09-24,19:30,SC Mannsdorf,SV Horn,ÖFB-Cup,2013/14,2.Runde,?,Wilhelm Schuldes,4,6
2289,2013-09-24,19:30,1. SC Sollenau,First Vienna FC,ÖFB-Cup,2013/14,2.Runde,?,Kurt Garger,0,4
2290,2013-09-24,20:25,FC Pasching,FC Wacker Innsbruck,ÖFB-Cup,2013/14,2.Runde,?,Roland Kirchler,2,1
2291,2013-09-25,16:15,Dornbirner SV,SV Ried,ÖFB-Cup,2013/14,2.Runde,?,Michael Angerschmid,0,2
2292,2013-09-25,18:00,SK Sturm Graz,SC Wiener Neustadt,ÖFB-Cup,2013/14,2.Runde,Darko Milanic,Heimo Pfeifenberger,3,0
2293,2013-09-25,18:30,SC Pinkafeld,Wolfsberger AC,ÖFB-Cup,2013/14,2.Runde,?,Dietmar Kühbauer,1,4
2294,2013-09-25,19:00,FAC Team für Wien,FC Admira Wacker Mödling,ÖFB-Cup,2013/14,2.Runde,?,Walter Knaller,1,1
2295,2013-09-25,19:00,FC Lankowitz,Red Bull Salzburg,ÖFB-Cup,2013/14,2.Runde,?,Roger Schmidt,1,1
2296,2013-09-25,19:00,FAC Team für Wien,FC Admira Wacker Mödling,ÖFB-Cup,2013/14,2.Runde,Johann Kleer,?,1,1
2297,2013-09-27,18:30,SKN St. Pölten,SV Mattersburg,2. Liga,2013/14,11,Gerald Baumgartner,Alfred Tatar,1,0
2298,2013-09-27,18:30,SC/ESV Parndorf,SV Kapfenberg,2. Liga,2013/14,11,Paul Hafner,Kurt Russ,1,1
2299,2013-09-27,18:30,SC Rheindorf Altach,First Vienna FC,2. Liga,2013/14,11,Damir Canadi,Kurt Garger,4,1
2300,2013-09-27,18:30,FC Liefering,SV Horn,2. Liga,2013/14,11,Peter Zeidler,Wilhelm Schuldes,4,2
2301,2013-09-27,20:30,TSV Hartberg,SC Austria Lustenau,2. Liga,2013/14,11,Bruno Friesenbichler,Helgi Kolvidsson,0,1
2302,2013-09-28,15:00,FAC Team für Wien,SV Mattersburg II,Regionalliga Ost,2013/14,9,Johann Kleer,?,1,0
2303,2013-09-28,16:00,FC Kufstein,SV Austria Salzburg,Regionalliga West,2013/14,11,?,Miroslav Polak,0,5
2304,2013-09-28,16:30,SV Ried,SV Grödig,Bundesliga,2013/14,10,Michael Angerschmid,Adi Hütter,4,2
2305,2013-09-28,17:00,SK Vorwärts Steyr,LASK,Regionalliga Mitte,2013/14,10,?,Karl Daxbacher,0,3
2306,2013-09-28,19:00,SK Sturm Graz,FC Wacker Innsbruck,Bundesliga,2013/14,10,Darko Milanic,Roland Kirchler,1,0
2307,2013-09-28,19:00,FC Admira Wacker Mödling,FK Austria Wien,Bundesliga,2013/14,10,Walter Knaller,Nenad Bjelica,1,0
2308,2013-09-28,19:00,SK Rapid Wien,Wolfsberger AC,Bundesliga,2013/14,10,Zoran Barisic,Dietmar Kühbauer,2,4
2309,2013-09-29,16:30,Red Bull Salzburg,SC Wiener Neustadt,Bundesliga,2013/14,10,Roger Schmidt,Heimo Pfeifenberger,8,1
2310,2013-10-01,18:00,Zenit St. Petersburg,FK Austria Wien,UEFA Champions League,2013/14,Gruppe G,?,Nenad Bjelica,0,0
2311,2013-10-03,19:00,SK Rapid Wien,Dynamo Kiew,Europa League,2013/14,Gruppe G,Zoran Barisic,?,2,2
2312,2013-10-03,21:05,Esbjerg fB,Red Bull Salzburg,Europa League,2013/14,Gruppe C,?,Roger Schmidt,1,2
2313,2013-10-04,18:30,SV Horn,TSV Hartberg,2. Liga,2013/14,12,Wilhelm Schuldes,Bruno Friesenbichler,1,2
2314,2013-10-04,18:30,SV Kapfenberg,SC Rheindorf Altach,2. Liga,2013/14,12,Kurt Russ,Damir Canadi,3,0
2315,2013-10-04,18:30,SC Austria Lustenau,SKN St. Pölten,2. Liga,2013/14,12,Helgi Kolvidsson,Gerald Baumgartner,1,1
2316,2013-10-04,18:30,First Vienna FC,SV Mattersburg,2. Liga,2013/14,12,Kurt Garger,Alfred Tatar,3,1
2317,2013-10-04,19:00,LASK,SV Kapfenberg II,Regionalliga Mitte,2013/14,11,Karl Daxbacher,?,3,1
2318,2013-10-04,20:00,1. SC Sollenau,FAC Team für Wien,Regionalliga Ost,2013/14,10,?,Johann Kleer,1,5
2319,2013-10-04,20:30,SC/ESV Parndorf,FC Liefering,2. Liga,2013/14,12,Paul Hafner,Peter Zeidler,0,0
2320,2013-10-05,16:00,SV Austria Salzburg,SV Seekirchen,Regionalliga West,2013/14,12,Miroslav Polak,?,3,1
2321,2013-10-05,16:30,Wolfsberger AC,SV Ried,Bundesliga,2013/14,11,Dietmar Kühbauer,Michael Angerschmid,1,1
2322,2013-10-05,19:00,SV Grödig,SK Sturm Graz,Bundesliga,2013/14,11,Adi Hütter,Darko Milanic,0,1
2323,2013-10-05,19:00,FC Wacker Innsbruck,FC Admira Wacker Mödling,Bundesliga,2013/14,11,Roland Kirchler,Walter Knaller,3,3
2324,2013-10-06,16:30,FK Austria Wien,Red Bull Salzburg,Bundesliga,2013/14,11,Nenad Bjelica,Roger Schmidt,1,2
2325,2013-10-06,19:00,SC Wiener Neustadt,SK Rapid Wien,Bundesliga,2013/14,11,Heimo Pfeifenberger,Zoran Barisic,0,0
2326,2013-10-11,18:00,FAC Team für Wien,ATSV Ober-Grafendorf,Regionalliga Ost,2013/14,11,Johann Kleer,?,1,0
2327,2013-10-12,16:00,SV Austria Salzburg,SC Rheindorf Altach Juniors,Regionalliga West,2013/14,13,Miroslav Polak,?,0,0
2328,2013-10-12,17:00,Union St. Florian,LASK,Regionalliga Mitte,2013/14,12,?,Karl Daxbacher,0,0
2329,2013-10-18,18:30,SKN St. Pölten,SC/ESV Parndorf,2. Liga,2013/14,13,Gerald Baumgartner,Paul Hafner,2,0
2330,2013-10-18,18:30,First Vienna FC,SC Austria Lustenau,2. Liga,2013/14,13,Kurt Garger,Helgi Kolvidsson,0,2
2331,2013-10-18,18:30,TSV Hartberg,SV Kapfenberg,2. Liga,2013/14,13,Bruno Friesenbichler,Kurt Russ,0,2
2332,2013-10-18,18:30,SV Mattersburg,SV Horn,2. Liga,2013/14,13,Franz Lederer,Wilhelm Schuldes,0,1
2333,2013-10-18,19:30,SV Stegersbach,FAC Team für Wien,Regionalliga Ost,2013/14,12,?,Johann Kleer,2,1
2334,2013-10-18,20:30,SC Rheindorf Altach,FC Liefering,2. Liga,2013/14,13,Damir Canadi,Peter Zeidler,4,2
2335,2013-10-19,15:30,LASK,SK Sturm Graz II,Regionalliga Mitte,2013/14,13,Karl Daxbacher,?,3,0
2336,2013-10-19,16:00,WSG Wattens,SV Austria Salzburg,Regionalliga West,2013/14,14,?,Miroslav Polak,0,2
2337,2013-10-19,16:30,Red Bull Salzburg,FC Wacker Innsbruck,Bundesliga,2013/14,12,Roger Schmidt,Roland Kirchler,6,0
2338,2013-10-19,19:00,Wolfsberger AC,SC Wiener Neustadt,Bundesliga,2013/14,12,Dietmar Kühbauer,Heimo Pfeifenberger,1,1
2339,2013-10-19,19:00,FC Admira Wacker Mödling,SV Grödig,Bundesliga,2013/14,12,Walter Knaller,Adi Hütter,0,4
2340,2013-10-19,19:00,SV Ried,FK Austria Wien,Bundesliga,2013/14,12,Michael Angerschmid,Nenad Bjelica,1,1
2341,2013-10-20,16:30,SK Rapid Wien,SK Sturm Graz,Bundesliga,2013/14,12,Zoran Barisic,Darko Milanic,2,2
2342,2013-10-21,18:30,SV Horn,SC Austria Lustenau,2. Liga,2013/14,14,Wilhelm Schuldes,Helgi Kolvidsson,0,2
2343,2013-10-22,18:00,SC Rheindorf Altach,SKN St. Pölten,2. Liga,2013/14,14,Damir Canadi,Gerald Baumgartner,3,0
2344,2013-10-22,18:00,SV Kapfenberg,SV Mattersburg,2. Liga,2013/14,14,Kurt Russ,Franz Lederer,3,1
2345,2013-10-22,18:00,FC Liefering,First Vienna FC,2. Liga,2013/14,14,Peter Zeidler,Kurt Garger,0,2
2346,2013-10-22,18:00,SC/ESV Parndorf,TSV Hartberg,2. Liga,2013/14,14,Paul Hafner,Bruno Friesenbichler,4,0
2347,2013-10-22,20:45,FK Austria Wien,Atlético Madrid,UEFA Champions League,2013/14,Gruppe G,Nenad Bjelica,?,0,3
2348,2013-10-24,19:00,KRC Genk,SK Rapid Wien,Europa League,2013/14,Gruppe G,?,Zoran Barisic,1,1
2349,2013-10-24,21:05,Red Bull Salzburg,Standard Lüttich,Europa League,2013/14,Gruppe C,Roger Schmidt,?,2,1
2350,2013-10-25,18:30,TSV Hartberg,FC Liefering,2. Liga,2013/14,15,Bruno Friesenbichler,Peter Zeidler,2,2
2351,2013-10-25,18:30,SC Austria Lustenau,SV Kapfenberg,2. Liga,2013/14,15,Helgi Kolvidsson,Kurt Russ,2,4
2352,2013-10-25,18:30,LASK,Union Vöcklamarkt,Regionalliga Mitte,2013/14,14,Karl Daxbacher,?,4,0
2353,2013-10-25,18:30,SV Horn,SC/ESV Parndorf,2. Liga,2013/14,15,Wilhelm Schuldes,Paul Hafner,2,2
2354,2013-10-25,18:30,SV Mattersburg,SC Rheindorf Altach,2. Liga,2013/14,15,Franz Lederer,Damir Canadi,3,3
2355,2013-10-25,19:00,FAC Team für Wien,FK Austria Wien Amateure,Regionalliga Ost,2013/14,13,Johann Kleer,?,1,0
2356,2013-10-25,20:30,First Vienna FC,SKN St. Pölten,2. Liga,2013/14,15,Kurt Garger,Gerald Baumgartner,1,2
2357,2013-10-26,15:00,FC Hard,SV Austria Salzburg,Regionalliga West,2013/14,15,?,Miroslav Polak,0,2
2358,2013-10-26,16:30,FC Wacker Innsbruck,Wolfsberger AC,Bundesliga,2013/14,13,Roland Kirchler,Dietmar Kühbauer,1,2
2359,2013-10-26,19:00,SK Sturm Graz,FC Admira Wacker Mödling,Bundesliga,2013/14,13,Darko Milanic,Walter Knaller,0,2
2360,2013-10-26,19:00,SC Wiener Neustadt,SV Ried,Bundesliga,2013/14,13,Heimo Pfeifenberger,Michael Angerschmid,3,3
2361,2013-10-27,16:30,FK Austria Wien,SK Rapid Wien,Bundesliga,2013/14,13,Nenad Bjelica,Zoran Barisic,0,1
2362,2013-10-27,19:00,SV Grödig,Red Bull Salzburg,Bundesliga,2013/14,13,Adi Hütter,Roger Schmidt,0,3
2363,2013-10-28,19:00,SC Kalsdorf,SKN St. Pölten,ÖFB-Cup,2013/14,Achtelfinale,?,Gerald Baumgartner,0,4
2364,2013-10-28,19:30,SV Horn,SC/ESV Parndorf,ÖFB-Cup,2013/14,Achtelfinale,Wilhelm Schuldes,Paul Hafner,5,4
2365,2013-10-29,18:00,SAK Klagenfurt,SV Ried,ÖFB-Cup,2013/14,Achtelfinale,?,Michael Angerschmid,0,1
2366,2013-10-29,18:00,FC Pasching,Wolfsberger AC,ÖFB-Cup,2013/14,Achtelfinale,?,Dietmar Kühbauer,2,4
2367,2013-10-29,19:30,FC Admira Wacker Mödling,First Vienna FC,ÖFB-Cup,2013/14,Achtelfinale,?,Kurt Garger,3,1
2368,2013-10-29,19:30,FC Admira Wacker Mödling,First Vienna FC,ÖFB-Cup,2013/14,Achtelfinale,Walter Knaller,?,3,1
2369,2013-10-29,19:30,SKU Amstetten,SV Mattersburg,ÖFB-Cup,2013/14,Achtelfinale,?,Franz Lederer,2,0
2370,2013-10-30,18:00,SC Austria Lustenau,SK Sturm Graz,ÖFB-Cup,2013/14,Achtelfinale,?,Darko Milanic,0,4
2371,2013-10-30,18:00,SC Austria Lustenau,SK Sturm Graz,ÖFB-Cup,2013/14,Achtelfinale,Helgi Kolvidsson,?,0,4
2372,2013-10-30,19:00,SV Kapfenberg,Red Bull Salzburg,ÖFB-Cup,2013/14,Achtelfinale,Kurt Russ,?,1,7
2373,2013-10-30,19:00,SV Kapfenberg,Red Bull Salzburg,ÖFB-Cup,2013/14,Achtelfinale,?,Roger Schmidt,1,7
2374,2013-10-31,18:30,Villacher SV,LASK,Regionalliga Mitte,2013/14,15,?,Karl Daxbacher,0,3
2375,2013-10-31,18:30,SK Rapid Wien II,FAC Team für Wien,Regionalliga Ost,2013/14,14,?,Johann Kleer,1,3
2376,2013-11-01,18:30,SC Rheindorf Altach,TSV Hartberg,2. Liga,2013/14,16,Damir Canadi,Bruno Friesenbichler,3,0
2377,2013-11-01,18:30,SC/ESV Parndorf,SV Mattersburg,2. Liga,2013/14,16,Paul Hafner,Franz Lederer,2,1
2378,2013-11-01,18:30,SKN St. Pölten,SV Horn,2. Liga,2013/14,16,Gerald Baumgartner,Wilhelm Schuldes,5,2
2379,2013-11-02,14:00,TSV Neumarkt,SV Austria Salzburg,Regionalliga West,2013/14,16,?,Miroslav Polak,2,3
2380,2013-11-02,16:30,SV Kapfenberg,First Vienna FC,2. Liga,2013/14,16,Kurt Russ,Kurt Garger,3,0
2381,2013-11-02,16:30,SK Rapid Wien,FC Admira Wacker Mödling,Bundesliga,2013/14,14,Zoran Barisic,Walter Knaller,4,2
2382,2013-11-02,19:00,SV Ried,FC Wacker Innsbruck,Bundesliga,2013/14,14,Michael Angerschmid,Roland Kirchler,4,0
2383,2013-11-02,19:00,Wolfsberger AC,SV Grödig,Bundesliga,2013/14,14,Dietmar Kühbauer,Adi Hütter,1,1
2384,2013-11-02,19:00,Red Bull Salzburg,SK Sturm Graz,Bundesliga,2013/14,14,Roger Schmidt,Darko Milanic,1,0
2385,2013-11-03,16:30,SC Wiener Neustadt,FK Austria Wien,Bundesliga,2013/14,14,Heimo Pfeifenberger,Nenad Bjelica,0,3
2386,2013-11-04,18:30,FC Liefering,SC Austria Lustenau,2. Liga,2013/14,16,Peter Zeidler,Helgi Kolvidsson,1,1
2387,2013-11-06,20:45,Atlético Madrid,FK Austria Wien,UEFA Champions League,2013/14,Gruppe G,?,Nenad Bjelica,4,0
2388,2013-11-07,19:00,Standard Lüttich,Red Bull Salzburg,Europa League,2013/14,Gruppe C,?,Roger Schmidt,1,3
2389,2013-11-07,21:05,SK Rapid Wien,KRC Genk,Europa League,2013/14,Gruppe G,Zoran Barisic,?,2,2
2390,2013-11-08,18:30,FC Liefering,SKN St. Pölten,2. Liga,2013/14,17,Peter Zeidler,Gerald Baumgartner,0,1
2391,2013-11-08,18:30,SV Horn,SV Kapfenberg,2. Liga,2013/14,17,Wilhelm Schuldes,Kurt Russ,0,2
2392,2013-11-08,18:30,SC/ESV Parndorf,First Vienna FC,2. Liga,2013/14,17,Paul Hafner,Kurt Garger,2,0
2393,2013-11-08,18:30,TSV Hartberg,SV Mattersburg,2. Liga,2013/14,17,Bruno Friesenbichler,Franz Lederer,1,3
2394,2013-11-08,19:00,FAC Team für Wien,SV Schwechat,Regionalliga Ost,2013/14,15,Johann Kleer,?,1,1
2395,2013-11-08,20:30,SC Austria Lustenau,SC Rheindorf Altach,2. Liga,2013/14,17,Helgi Kolvidsson,Damir Canadi,1,1
2396,2013-11-09,15:30,LASK,Wolfsberger AC II,Regionalliga Mitte,2013/14,16,Karl Daxbacher,?,4,0
2397,2013-11-09,16:30,FC Wacker Innsbruck,SC Wiener Neustadt,Bundesliga,2013/14,15,Roland Kirchler,Heimo Pfeifenberger,4,0
2398,2013-11-09,19:00,FK Austria Wien,Wolfsberger AC,Bundesliga,2013/14,15,Nenad Bjelica,Dietmar Kühbauer,1,0
2399,2013-11-10,16:30,SV Grödig,SK Rapid Wien,Bundesliga,2013/14,15,Adi Hütter,Zoran Barisic,2,2
2400,2013-11-10,19:00,FC Admira Wacker Mödling,Red Bull Salzburg,Bundesliga,2013/14,15,Walter Knaller,Roger Schmidt,3,1
2401,2013-11-22,18:30,SV Mattersburg,SC Austria Lustenau,2. Liga,2013/14,18,Franz Lederer,Helgi Kolvidsson,2,2
2402,2013-11-22,18:30,First Vienna FC,SV Horn,2. Liga,2013/14,18,Kurt Garger,Wilhelm Schuldes,1,2
2403,2013-11-22,18:30,SC Rheindorf Altach,SC/ESV Parndorf,2. Liga,2013/14,18,Damir Canadi,Paul Hafner,4,1
2404,2013-11-22,18:30,SKN St. Pölten,TSV Hartberg,2. Liga,2013/14,18,Gerald Baumgartner,Bruno Friesenbichler,1,0
2405,2013-11-22,20:30,SV Kapfenberg,FC Liefering,2. Liga,2013/14,18,Kurt Russ,Peter Zeidler,0,1
2406,2013-11-23,19:00,FC Wacker Innsbruck,FK Austria Wien,Bundesliga,2013/14,16,Roland Kirchler,Nenad Bjelica,0,5
2407,2013-11-23,19:00,SV Ried,FC Admira Wacker Mödling,Bundesliga,2013/14,16,Michael Angerschmid,Walter Knaller,2,2
2408,2013-11-23,19:00,SC Wiener Neustadt,SV Grödig,Bundesliga,2013/14,16,Heimo Pfeifenberger,Adi Hütter,0,2
2409,2013-11-24,16:30,SK Rapid Wien,Red Bull Salzburg,Bundesliga,2013/14,16,Zoran Barisic,Roger Schmidt,2,1
2410,2013-11-26,20:45,FC Porto,FK Austria Wien,UEFA Champions League,2013/14,Gruppe G,?,Nenad Bjelica,1,1
2411,2013-11-27,18:30,SK Sturm Graz,SV Ried,Bundesliga,2013/14,15,Darko Milanic,Michael Angerschmid,2,0
2412,2013-11-28,19:00,SK Rapid Wien,FC Thun,Europa League,2013/14,Gruppe G,Zoran Barisic,?,2,1
2413,2013-11-28,21:05,IF Elfsborg Boras,Red Bull Salzburg,Europa League,2013/14,Gruppe C,?,Roger Schmidt,0,1
2414,2013-11-29,18:30,SV Horn,First Vienna FC,2. Liga,2013/14,19,Wilhelm Schuldes,Kurt Garger,0,0
2415,2013-11-29,18:30,SC/ESV Parndorf,TSV Hartberg,2. Liga,2013/14,19,Paul Hafner,Bruno Friesenbichler,1,0
2416,2013-11-29,18:30,SC Austria Lustenau,SV Mattersburg,2. Liga,2013/14,19,Helgi Kolvidsson,Franz Lederer,4,0
2417,2013-11-29,18:30,SV Kapfenberg,SKN St. Pölten,2. Liga,2013/14,19,Kurt Russ,Gerald Baumgartner,2,2
2418,2013-11-29,20:30,FC Liefering,SC Rheindorf Altach,2. Liga,2013/14,19,Peter Zeidler,Damir Canadi,1,1
2419,2013-11-30,16:30,SV Grödig,FK Austria Wien,Bundesliga,2013/14,17,Adi Hütter,Nenad Bjelica,1,0
2420,2013-11-30,19:00,FC Admira Wacker Mödling,Wolfsberger AC,Bundesliga,2013/14,17,Walter Knaller,Dietmar Kühbauer,3,0
2421,2013-11-30,19:00,SK Sturm Graz,SC Wiener Neustadt,Bundesliga,2013/14,17,Darko Milanic,Heimo Pfeifenberger,2,3
2422,2013-12-01,16:30,Red Bull Salzburg,SV Ried,Bundesliga,2013/14,17,Roger Schmidt,Michael Angerschmid,4,0
2423,2013-12-01,19:00,SK Rapid Wien,FC Wacker Innsbruck,Bundesliga,2013/14,17,Zoran Barisic,Roland Kirchler,3,0
2424,2013-12-03,20:30,FK Austria Wien,SK Sturm Graz,Bundesliga,2013/14,18,Nenad Bjelica,Darko Milanic,3,2
2425,2013-12-04,20:30,Wolfsberger AC,Red Bull Salzburg,Bundesliga,2013/14,18,Dietmar Kühbauer,Roger Schmidt,1,2
2426,2013-12-04,20:30,SC Wiener Neustadt,FC Admira Wacker Mödling,Bundesliga,2013/14,18,Heimo Pfeifenberger,Walter Knaller,1,0
2427,2013-12-04,20:30,SV Ried,SK Rapid Wien,Bundesliga,2013/14,18,Michael Angerschmid,Zoran Barisic,2,0
2428,2013-12-04,20:30,FC Wacker Innsbruck,SV Grödig,Bundesliga,2013/14,18,Roland Kirchler,Adi Hütter,5,3
2429,2013-12-07,19:00,SV Grödig,SV Ried,Bundesliga,2013/14,19,Adi Hütter,Michael Angerschmid,3,0
2430,2013-12-07,19:00,FK Austria Wien,FC Admira Wacker Mödling,Bundesliga,2013/14,19,Nenad Bjelica,Walter Knaller,2,2
2431,2013-12-07,19:00,FC Wacker Innsbruck,SK Sturm Graz,Bundesliga,2013/14,19,Roland Kirchler,Darko Milanic,0,1
2432,2013-12-08,16:30,Wolfsberger AC,SK Rapid Wien,Bundesliga,2013/14,19,Dietmar Kühbauer,Zoran Barisic,2,1
2433,2013-12-11,18:30,Wolfsberger AC,SK Sturm Graz,Bundesliga,2013/14,16,Dietmar Kühbauer,Darko Milanic,2,1
2434,2013-12-11,20:45,FK Austria Wien,Zenit St. Petersburg,UEFA Champions League,2013/14,Gruppe G,Nenad Bjelica,?,4,1
2435,2013-12-12,19:00,Red Bull Salzburg,Esbjerg fB,Europa League,2013/14,Gruppe C,Roger Schmidt,?,3,0
2436,2013-12-12,21:05,Dynamo Kiew,SK Rapid Wien,Europa League,2013/14,Gruppe G,?,Zoran Barisic,3,1
2437,2013-12-14,16:30,FC Admira Wacker Mödling,FC Wacker Innsbruck,Bundesliga,2013/14,20,Walter Knaller,Roland Kirchler,3,0
2438,2013-12-14,19:00,SV Ried,Wolfsberger AC,Bundesliga,2013/14,20,Michael Angerschmid,Dietmar Kühbauer,1,3
2439,2013-12-14,19:00,SK Sturm Graz,SV Grödig,Bundesliga,2013/14,20,Darko Milanic,Adi Hütter,2,2
2440,2013-12-15,16:30,Red Bull Salzburg,FK Austria Wien,Bundesliga,2013/14,20,Roger Schmidt,Nenad Bjelica,4,0
2441,2013-12-15,19:00,SK Rapid Wien,SC Wiener Neustadt,Bundesliga,2013/14,20,Zoran Barisic,Heimo Pfeifenberger,0,0
2442,2013-12-17,20:30,SV Grödig,FC Admira Wacker Mödling,Bundesliga,2013/14,21,Adi Hütter,Walter Knaller,2,1
2443,2013-12-18,20:30,SK Sturm Graz,SK Rapid Wien,Bundesliga,2013/14,21,Darko Milanic,Zoran Barisic,2,0
2444,2013-12-18,20:30,FK Austria Wien,SV Ried,Bundesliga,2013/14,21,Nenad Bjelica,Michael Angerschmid,1,1
2445,2013-12-18,20:30,SC Wiener Neustadt,Wolfsberger AC,Bundesliga,2013/14,21,Heimo Pfeifenberger,Dietmar Kühbauer,1,1
2446,2013-12-18,20:30,FC Wacker Innsbruck,Red Bull Salzburg,Bundesliga,2013/14,21,Florian Klausner,Roger Schmidt,0,1
2447,2014-02-02,14:00,SC Wiener Neustadt,Red Bull Salzburg,Bundesliga,2013/14,19,Heimo Pfeifenberger,Roger Schmidt,1,5
2448,2014-02-08,16:30,Red Bull Salzburg,SV Grödig,Bundesliga,2013/14,22,Roger Schmidt,Adi Hütter,6,0
2449,2014-02-08,19:00,SV Ried,SC Wiener Neustadt,Bundesliga,2013/14,22,Michael Angerschmid,Heimo Pfeifenberger,2,1
2450,2014-02-08,19:00,FC Admira Wacker Mödling,SK Sturm Graz,Bundesliga,2013/14,22,Walter Knaller,Darko Milanic,1,1
2451,2014-02-08,19:00,Wolfsberger AC,FC Wacker Innsbruck,Bundesliga,2013/14,22,Dietmar Kühbauer,Michael Streiter,3,2
2452,2014-02-09,16:30,SK Rapid Wien,FK Austria Wien,Bundesliga,2013/14,22,Zoran Barisic,Nenad Bjelica,3,1
2453,2014-02-15,16:30,SK Sturm Graz,Red Bull Salzburg,Bundesliga,2013/14,23,Darko Milanic,Roger Schmidt,1,4
2454,2014-02-15,19:00,SV Grödig,Wolfsberger AC,Bundesliga,2013/14,23,Adi Hütter,Dietmar Kühbauer,3,0
2455,2014-02-15,19:00,FC Wacker Innsbruck,SV Ried,Bundesliga,2013/14,23,Michael Streiter,Michael Angerschmid,1,1
2456,2014-02-15,19:00,FK Austria Wien,SC Wiener Neustadt,Bundesliga,2013/14,23,Nenad Bjelica,Heimo Pfeifenberger,1,1
2457,2014-02-16,17:00,FC Admira Wacker Mödling,SK Rapid Wien,Bundesliga,2013/14,23,Walter Knaller,Zoran Barisic,2,1
2458,2014-02-20,21:05,Ajax Amsterdam,Red Bull Salzburg,Europa League,2013/14,2.Runde Hinspiele,?,Roger Schmidt,0,3
2459,2014-02-22,16:30,SV Ried,SK Sturm Graz,Bundesliga,2013/14,24,Michael Angerschmid,Darko Milanic,2,2
2460,2014-02-22,19:00,SC Wiener Neustadt,FC Wacker Innsbruck,Bundesliga,2013/14,24,Heimo Pfeifenberger,Michael Streiter,1,0
2461,2014-02-22,19:00,SK Rapid Wien,SV Grödig,Bundesliga,2013/14,24,Zoran Barisic,Adi Hütter,0,0
2462,2014-02-22,19:00,Wolfsberger AC,FK Austria Wien,Bundesliga,2013/14,24,Dietmar Kühbauer,Herbert Gager,0,0
2463,2014-02-23,16:30,Red Bull Salzburg,FC Admira Wacker Mödling,Bundesliga,2013/14,24,Roger Schmidt,Walter Knaller,6,1
